SMILES,"Ki (nM)"
OC[C@H]1O[C@@H](n2cnc3c(NC4CCCC4)ncnc32)[C@H](O)[C@@H]1O,0.59
C[C@@H](N)Cc1ccc(I)cc1,1.2
COc1cccc(-c2nc(N)c3c(C)c(C)n([C@H](C)c4ccccc4)c3n2)c1,83
CCNc1ncnc2c1ncn2C1O[C@H](CO)[C@@H](O)[C@H]1O,49
O=S(=O)([O-])CCCCCCCCCCNc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O.[Na+],712
COc1ccccc1NC(=O)Nc1nc(-c2cccnc2)nc2ccccc12,10000
O=C(Nc1nc(-c2ccccn2)cs1)C1CCCC1,920
COc1ccc(C(=O)Nc2nc(-c3ccccc3)ns2)cc1,32
COC1CCC(C(=O)Nc2nc(-c3ccccc3)ns2)CC1,32
NC(=O)CCSc1nc(N)c2cnn(-c3ccccc3)c2n1,428
O=C(Nc1nc(-c2ccccc2)ns1)C1CCC(O)CC1,42
Cn1c(=O)c2[nH]cnc2n(C)c1=O,700
OC[C@H]1O[C@@H](n2cnc3c(NCc4ccccc4)ncnc32)[C@H](O)[C@@H]1O,125
CC(Sc1nc(SC(C)C(N)=O)c2cnn(-c3ccccc3)c2n1)C(N)=O,229
COc1ccc(C(=O)Nc2nc(-c3ccccc3)nc3ccccc23)cc1,1800
OC[C@H]1O[C@@H](n2cnc3c(NC4CCCC4)ncnc32)[C@H](O)[C@@H]1O,0.32
CC(C)Oc1ccc(C(=O)Nc2nc(-c3ccccn3)cs2)cc1,5800
O=C(Nc1nc(-c2ccccc2)ns1)c1ccccc1,31
O=C(Nc1nc(-c2ccccn2)cs1)c1ccccc1,1700
O=C(Nc1ccccc1)Nc1nc(-c2ccccn2)cs1,930
CCOC(=O)C1=C(C)NC(C2CCCC2)=C(C(=O)OCc2ccccc2)C1C#Cc1ccccc1,17100
CCOC(=O)c1c(C)nc(C2CCCC2)c(C(=O)OCc2ccccc2)c1C#Cc1ccccc1,56200
