SMILES,"Ki (nM)"
CC(C)=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2c2[nH]c4ccccc4c2C[C@@]3(O)[C@H]1C5,25
CC(C)(C)NC(=O)NC[C@@H]1Cc2ccccc2CN1/C(S)=N/CC1CCCO1,308
Oc1ccc2c(c1)C[C@@H]1[C@@H]3CCCC[C@]23CCN1C/C=C\I,33
Oc1ccc2c(c1)C[C@@H]1[C@@H]3CCCCC23CCN1CCC(O)c1ccco1,29
CCCCCCCN1CC[C@]23c4c5ccc(O)c4O[C@H]2c2[nH]c4ccccc4c2C[C@@]3(O)[C@H]1C5,79
C[C@@H](NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)NCC(=O)N(C)[C@@H](Cc1ccccc1)C(=O)NCCO,290
Oc1ccc2c(c1)C[C@@H]1[C@@H]3CCCCC23CCN1CCCF,0.85
CC(C)[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](C)NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N[C@H](C(=O)NCC(N)=O)C(C)C,0.15
C[C@@H](NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)NCC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CO)C(=O)OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O,1250
CC(C)[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](C)NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N[C@H](C(=O)N[C@H](C)C(=O)O[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@H]1O)C(C)C,176
C[C@@H](NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCN=C(N)N)C(N)=O,167
C[C@@H](NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)NCC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CO)C(N)=O,1004
CC(C)(C)NC(=O)NC[C@@H]1Cc2ccccc2CN1C(=O)NC[C@H]1CCCO1,649
O=C(NC[C@@H]1Cc2ccccc2CN1C(=S)NC[C@H]1CCCN1Cc1ccccc1)Nc1ccccc1,205
Oc1ccc2c(c1)C[C@@H]1[C@@H]3CCCC[C@]23CCN1C/C=C/I,27
Oc1ccc2c(c1)C[C@@H]1[C@@H]3CCCCC23CCN1CCC(O)c1cccs1,110
CC(C)[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc1ccccc1)NC(=O)C1(NC(=O)[C@@H](N)Cc2ccc(O)cc2)CCCCC1)C(=O)N[C@H](C(=O)NCC(N)=O)C(C)C,2.48
CCC(=O)N(c1ccccc1)[C@H]1CCN(C[C@H](O)c2ccccc2)C[C@@H]1C,230
CC(C)CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2c2[nH]c4ccccc4c2C[C@@]3(O)[C@H]1C5,4.8
CC(C)[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](C)NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N[C@H](C(=O)N[C@H](CO)C(N)=O)C(C)C,30
Cc1cc(O)cc(C)c1C(NC(=O)C1Cc2ccccc2CN1)C(=O)O,1.8
NC(=O)[C@H]1CC(=O)NCCC[C@H](NC(=O)[C@@H](N)c2ccc(O)cc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N1,2220
Oc1ccc2c(c1)C[C@@H]1[C@@H]3CCCCC23CCN1CCc1ccccc1,3.1
O=C(CCN1CCC23CCCC[C@H]2[C@H]1Cc1cc(O)ccc13)c1cccs1,10
CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2c2[nH]c4ccccc4c2C[C@@]3(O)[C@H]1C5,5
CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2c2[nH]c4ccccc4c2C[C@@]3(O)[C@H]1C5,3.2
CCCN1CC[C@]23c4c5ccc(O)c4O[C@H]2c2[nH]c4ccccc4c2C[C@@]3(O)[C@H]1C5,2
Oc1ccc2c(c1)C[C@@H]1[C@@H]3CCCCC23CCN1Cc1ccccc1,420
CC[C@H](C)[C@H](NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](C)NC(=O)CNC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)CCc1c(C)cc(O)cc1C)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCCN)C(N)=O,419
CC(=O)O[C@H]1[C@H](O)[C@@H](O)[C@@H](O)O[C@@H]1COC(=O)[C@@H](CO)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](C)NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(C)C)C(C)C,28
O=C(NC[C@@H]1Cc2ccccc2CN1/C(S)=N/C[C@H]1CCCN1Cc1cccc(O)c1)Nc1ccccc1,140
Oc1ccc2c(c1)C[C@@H]1[C@@H]3CCCCC23CCN1CCOc1ccccc1,33
CCC(=O)N(c1ccccc1)[C@H]1CCN(C[C@H](O)c2ccccc2)C[C@@H]1C,90
CCCCN1CC[C@]23c4c5ccc(O)c4O[C@H]2c2[nH]c4ccccc4c2C[C@@]3(O)[C@H]1C5,8.4
CCCCCN1CC[C@]23c4c5ccc(O)c4O[C@H]2c2[nH]c4ccccc4c2C[C@@]3(O)[C@H]1C5,16
CC(=O)O[C@@H]1[C@H](O)[C@@H](O)[C@@H](O)O[C@@H]1COC(=O)[C@H](C)NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1ccc(O)cc1)NC(=O)CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](C)NC(=O)[C@@H](N)Cc1ccc(O)cc1,5000
CC(C)[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)C1(NC(=O)[C@H](C)NC(=O)[C@@H](N)Cc2ccc(O)cc2)CCCC1)C(=O)N[C@H](C(=O)NCC(N)=O)C(C)C,15.4
CCC(=O)N(c1ccccc1)[C@@H]1CCN(C[C@H](O)c2ccccc2)C[C@@H]1C,10000
CCCC[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](CCC)NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(N)=O,181
C[C@@H](NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,626
Oc1ccc2c3c1O[C@H]1c4[nH]c5c(c4C[C@@]4(O)[C@@H](C2)N(CC2CC2)CC[C@]314)C[C@@]1(O)[C@H]2Cc3ccc(O)c4c3[C@@]1(CCN2CC1CC1)[C@H]5O4,17.7
C/C=C/CN1CC[C@]23c4c5ccc(O)c4O[C@H]2c2[nH]c4ccccc4c2C[C@@]3(O)[C@H]1C5,7.4
C/C=C/CN1CC[C@]23c4c5ccc(O)c4O[C@H]2c2[nH]c4ccccc4c2C[C@@]3(O)[C@H]1C5,0.68
CN1CCC[C@@H]1C/N=C(\S)N1Cc2ccccc2C[C@H]1CNC(=O)NC(C)(C)C,1000
CC[C@H](C)[C@H](NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)[C@@H](N)Cc1c(C)cc(O)cc1C)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCCN)C(N)=O,1.18
COc1ccccc1CN1CCC[C@@H]1C/N=C(\S)N1Cc2ccccc2C[C@H]1CNC(=O)Nc1ccccc1,509
CC(C)(C)NC(=O)NC[C@@H]1Cc2ccccc2CN1/C(S)=N/C[C@H]1CCCN1C(C)(C)C,1000
CN(C(=O)Cc1ccc(Cl)c(Cl)c1)[C@@H]1CCCC[C@H]1N1CCCC1,2500
Oc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)N(CC1CCC1)CC3,1.3
CC(C)[C@H](NC(=O)[C@@H](NC(=O)C1(NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](C)NC(=O)[C@@H](N)Cc2ccc(O)cc2)CCCCC1)C(C)C)C(=O)NCC(N)=O,0.045
CC[C@H](C)[C@H](NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)CCc1c(C)cc(O)cc1C)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCCN)C(N)=O,122
C[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1ccc(O)cc1)NC(=O)CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](C)NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(N)=O,1111
NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H]1CC(=O)NCCC[C@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N1,1880
NCCC[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](CCCN=C(N)N)NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(N)=O,9290
C#CCN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13,0.62
CC(C)[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)C1(NC(=O)[C@H](C)NC(=O)[C@@H](N)Cc2ccc(O)cc2)CC1)C(=O)N[C@H](C(=O)NCC(N)=O)C(C)C,19
COc1cc(O)ccc1CN1CCC[C@@H]1C/N=C(\S)N1Cc2ccccc2C[C@H]1CNC(=O)Nc1ccccc1,127
Oc1ccc2c(c1)C[C@@H]1[C@@H]3CCCCC23CCN1CC1CCCC1,6.9
Oc1ccc2c(c1)C[C@@H]1[C@@H]3CCCCC23CCN1Cc1cccs1,51
N#CCCN1CCC23CCCC[C@H]2[C@H]1Cc1cc(O)ccc13,2.6
CCC(=O)N(c1ccccc1)[C@@H]1CCN(C[C@H](O)c2ccccc2)C[C@H]1C,150
CC(C)CN1CC[C@]23c4c5ccc(O)c4O[C@H]2c2[nH]c4ccccc4c2C[C@@]3(O)[C@H]1C5,3.8
C[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1ccc(O)cc1)NC(=O)CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](C)NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@H]1O,2850
CCN1CC[C@]2(c3cccc(O)c3)Cc3[nH]c(C(=O)N(CC)CC)c(C)c3C[C@H]2C1,1.9
CC[C@@]12CCN(CC3CC3)C(C(=O)c3ccc(N)cc31)[C@@H]2C,81
CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)COC[C@@H](N)Cc1ccc(O)cc1)C(N)=O,7.78
CCNc1ccc2c(c1)[C@@]1(C)CCN(CC3CC3)C(C2)[C@@H]1C,19
C[C@H]1C2Cc3ccc(Nc4ccncc4)cc3[C@@]1(C)CCN2CC1CC1,240
C[C@@H](NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)NCC(=O)N(C)[C@@H](Cc1ccccc1)C(=O)NCCO,629
C[C@H]1C2Cc3ccc(Nc4cccnc4)cc3[C@@]1(C)CCN2CC1CC1,21
Cc1cc(O)cc(C)c1C[C@@H](C(=O)N1Cc2ccccc2C(C(=O)O)C1)N(C)C,0.12
CC[C@H](C)[C@H](NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(N)=O,1.9
C[C@H]1[C@H]2Cc3ccc(O)cc3[C@]1(C)CCN2CC1CC1,0.58
CC[C@@]12CCN(CC3CC3)C(C(=O)c3ccc(Nc4ccccc4)cc31)[C@@H]2C,37
CC[C@H](C)[C@H](NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(N)=O,1.6
CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,217
CC[C@H](C)[C@H](NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(N)=O,1.9
COc1ccc(CNc2ccc3c(c2)[C@@]2(C)CCN(CC4CC4)C(C3)[C@@H]2C)cc1,80
C[C@H]1C2Cc3ccc(N4CCN(C)CC4)cc3[C@@]1(C)CCN2CC1CC1,250
C[C@H]1C2Cc3cc4c(cc3[C@@]1(C)CCN2CC1CC1)[nH]c1ccccc14,170
CC[C@@]12CCN(CC3CC3)C(C(=O)c3ccc(N)cc31)[C@@H]2C,51
O=C1CC[C@@]2(OCCCc3ccccc3)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CCC2)[C@H]1O5,0.46
C[C@H]1[C@H]2Cc3ccc(Nc4ccccc4)cc3[C@@]1(C)CCN2CC1CC1,5.2
C[C@H]1C2Cc3ccc(N(C)C)cc3[C@@]1(C)CCN2CC1CC1,810
C[C@H]1C2Cc3ccc(N=C(c4ccccc4)c4ccccc4)cc3[C@@]1(C)CCN2CC1CC1,220
C[C@H]1[C@H]2Cc3ccc(N)cc3[C@@]1(C)CCN2C[C@@H]1CCCO1,370
C[C@H]1[C@H]2Cc3ccc(Nc4ccccc4)cc3[C@@]1(C)CCN2C[C@@H]1CCCO1,35
COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(OCCCc5ccccc5)[C@@H](C2)N(CC2CCCO2)CC[C@]314,6.2
CCN1CC[C@]2(c3cccc(O)c3)Cc3[nH]c(C(=O)N(C(C)C)C(C)C)c(C)c3C[C@H]2C1,2.6
COc1ccc(Nc2ccc3c(c2)[C@@]2(C)CCN(CC4CC4)C(C3)[C@@H]2C)cc1,8.3
C[C@H]1C2Cc3ccc(Nc4ccc(C(F)(F)F)cc4)cc3[C@@]1(C)CCN2CC1CC1,180
C[C@H]1C2C(=O)c3ccc(O)cc3[C@@]1(C)CCN2CC1CC1,20
CC[C@H](C)[C@H](NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N[C@@H](CCCCNC(C)=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(N)=O,1.3
CNc1ccc2c(c1)[C@@]1(C)CCN(CC3CC3)C(C2)[C@@H]1C,470
COc1cccc(Nc2ccc3c(c2)[C@@]2(C)CCN(CC4CC4)C(C3)[C@@H]2C)c1,13
COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(OCCCc5ccccc5)[C@@H](C2)N(CCc2ccccc2)CC[C@]314,5.4
C[C@H]1C2Cc3ccc(N4CCOCC4)cc3[C@@]1(C)CCN2CC1CC1,2800
CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)COCCNC(=O)[C@@H](N)Cc1ccc(O)cc1)C(N)=O,9200
C[C@@H]1[C@@H]2Cc3ccc(N)cc3[C@]1(C)CCN2CC1CC1,920
C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(OCCCc2ccccc2)[C@H]1C5,0.26
O=C1CC[C@@]2(OCCCc3ccccc3)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CCCO2)[C@H]1O5,0.09
Cc1cc(O)cc(C)c1C[C@@H](C(=O)N1Cc2ccccc2CC1NC12CC3CC(CC(C3)C1)C2)N(C)C,0.16
Cc1ccc(O)c(C(=O)NC[C@]2(C)C[C@H](O)CC(C)(C)C2)c1,0.46
C[C@H]1[C@H]2Cc3ccc(Nc4ccccc4)cc3[C@@]1(C)CCN2CC1CC1,9.4
C[C@H]1C2Cc3ccc(Nc4ccccn4)cc3[C@@]1(C)CCN2CC1CC1,11
C[C@H]1C2Cc3ccc(N(C)C)cc3[C@@]1(C)CCN2CC1CC1,1500
CC[C@H](C)[C@H](NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(N)=O,5.9
C[C@H]1C2Cc3ccc(N4CCCC4)cc3[C@@]1(C)CCN2CC1CC1,1800
CC[C@@]12CCN(CC3CC3)C(C(=O)c3ccc(O)cc31)[C@@H]2C,1.1
CC[C@@]12CCN(CC3CC3)C(C(=O)c3ccc(N)cc31)[C@@H]2C,7.6
C[C@H]1[C@H]2Cc3ccc(O)cc3[C@@]1(C)CCN2C[C@@H]1CCCO1,2.5
CCN1CC[C@]2(c3cccc(O)c3)Cc3c([nH]c(C(=S)N(CC)CC)c3C)C[C@H]2C1,1.5
C[C@@H]1[C@@H]2Cc3ccc(O)cc3[C@@]1(C)CN2CC1CC1,1100
Cc1ccc(Nc2ccc3c(c2)[C@@]2(C)CCN(CC4CC4)C(C3)[C@@H]2C)cc1,6.2
C[C@H]1C2Cc3ccc(NCc4ccccc4)cc3[C@@]1(C)CCN2CC1CC1,54
CC[C@@]12CCN(CC3CC3)C(C(=O)c3ccc(O)cc31)[C@@H]2C,3.4
O=C1CC[C@@]2(OCCCc3ccccc3)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,0.48
C[C@H]1C2Cc3ccc(NCc4ccccc4)cc3[C@@]1(C)CCN2CC1CC1,57
Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N1Cc2ccccc2CC1NC12CC3CC(CC(C3)C1)C2,0.26
C[C@H]1C2Cc3ccc(Nc4ccc(N(C)C)cc4)cc3[C@@]1(C)CCN2CC1CC1,75
O=C1CC[C@@]2(OCCCc3ccccc3)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CCc2ccccc2)[C@H]1O5,1.25
C[C@H]1C2Cc3ccc(N4CCCCC4)cc3[C@@]1(C)CCN2CC1CC1,3600
CO[C@@]12CCC(=O)[C@]3(C)Oc4c(O)ccc5c4[C@@]31CCN(C)[C@@H]2C5,40.9
CC[C@H](C)[C@H](NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCCNC(C)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(N)=O,0.45
CC[C@H](C)[C@H](NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCCNC(C)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(N)=O,0.42
CCOC(=O)c1[nH]c2c(c1C)C[C@@]1(c3cccc(O)c3)CCN(CC)C[C@@H]1C2,2.4
C[C@H]1[C@H]2Cc3ccc(Nc4ccccc4)cc3[C@@]1(C)CCN2CC1CC1,270
C[C@H]1C2Cc3ccc(N(C)C)cc3[C@@]1(C)CCN2CC1CC1,8400
CCN1CC[C@]2(c3cccc(O)c3)Cc3[nH]c(C(=O)N(CC)CC)c(C)c3C[C@H]2C1,0.95
CN1CC[C@]2(c3cccc(O)c3)Cc3nc4ccccc4cc3C[C@H]2C1,0.23
C[C@H]1C2Cc3ccc(NCCc4ccccc4)cc3[C@@]1(C)CCN2CC1CC1,160
CCN1CC[C@]2(c3cccc(O)c3)Cc3[nH]c(C(N)=O)c(C)c3C[C@H]2C1,15.1
C[C@H]1C2Cc3ccc(Nc4ccc(Cl)cc4)cc3[C@@]1(C)CCN2CC1CC1,26
C[C@H]1C2Cc3ccc(NCc4ccc(Cl)cc4)cc3[C@@]1(C)CCN2CC1CC1,100
CC[C@H](C)[C@H](NC(=O)[C@H](CCCCNC(C)=O)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(N)=O,1.1
CCN(CC)C(=O)c1[nH]c2c(c1C)C[C@H]1CN(C)CC[C@]1(c1cccc(O)c1)C2,2.1
C[C@H]1C2Cc3ccc(N)cc3[C@@]1(C)CCN2CC1CC1,110
CC[C@@]12CCN(CC3CC3)C(C(=O)c3ccc(O)cc31)[C@@H]2C,1300
CCN(CC)C(=O)c1[nH]c2c(c1C)C[C@@]1(c3cccc(O)c3)CCN(C)C[C@@H]1C2,3
C[C@H]1C2Cc3ccc(N(C)Cc4ccccc4)cc3[C@@]1(C)CCN2CC1CC1,570
CCN1CC[C@]2(c3cccc(O)c3)Cc3[nH]c(C(=O)N(CC)CC)c(C)c3C[C@H]2C1,3535
C[C@H]1C2Cc3cc4cc[nH]c4cc3[C@@]1(C)CCN2CC1CC1,250
CCN1CC[C@]2(c3cccc(O)c3)Cc3[nH]c(C(=O)N(C)C)c(C)c3C[C@H]2C1,6.8
C[C@H]1[C@H]2Cc3ccc(N)cc3[C@@]1(C)CCN2CC1CC1,12
COc1ccccc1Nc1ccc2c(c1)[C@@]1(C)CCN(CC3CC3)C(C2)[C@@H]1C,98
C[C@H]1C2Cc3ccc(Nc4ccc(C(C)(C)C)cc4)cc3[C@@]1(C)CCN2CC1CC1,61
CCCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(OCCCc2ccccc2)[C@H]1C5,0.93
C[C@H]1[C@H]2Cc3ccc(O)cc3[C@]1(C)CCN2CC1CC1,1.1
CC(C)Nc1ccc2c(c1)[C@@]1(C)CCN(CC3CC3)C(C2)[C@@H]1C,460
C[C@H]1C2Cc3ccc(Nc4ccc(Cl)c(Cl)c4)cc3[C@@]1(C)CCN2CC1CC1,29
C[C@H]1C2C(=O)c3ccc(N)cc3[C@@]1(C)CCN2CC1CC1,29
CC[C@H](C)[C@H](NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCNC(C)=O)C(N)=O,4.6
CN1CCC23c4c5ccc(O)c4O[C@H]2C(=O)[C@]2(CCc4ccccc4C2)C[C@@]3(O)C1C5,9.3
O=C1[C@@H]2Oc3c(O)ccc4c3C23CCN(CC2CC2)C(C4)[C@]3(O)C[C@]12CCc1ccccc1C2,0.0019
CN1CCC23c4c5ccc(O)c4O[C@H]2C(=O)[C@@]2(CCc4ccccc4C2)C[C@@]3(O)C1C5,4.6
O=C1[C@@H]2Oc3c(O)ccc4c3[C@@]23CCN(CC2CC2)[C@H](C4)[C@]3(O)CC12Cc1ccccc1C2,0.25
CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)C2(Cc4ccccc4C2)C[C@@]3(O)[C@H]1C5,2.8
O=C1[C@@H]2Oc3c(O)ccc4c3C23CCN(CC2CC2)C(C4)[C@]3(O)C[C@@]12CCc1ccccc1C2,0.0041
CN1CCC23c4c5ccc(O)c4O[C@H]2C(=O)[C@@]2(CCc4ccccc4C2)C[C@H]3C1C5,8.3
CN1CCC23c4c5ccc(O)c4O[C@H]2C(=O)[C@]2(CCc4ccccc4C2)C[C@H]3C1C5,182
CC[C@@H](C)N(C[C@H](O)[C@@H]1CCC(=O)N1Cc1ccccc1Cl)[C@@H](C)CC,5000
CC[C@@H](C)N(C[C@@H](O)[C@H]1CCC(=O)N1Cc1ccccc1Cl)[C@@H](C)CC,1778
COc1cccc2c1CC1(C2)C[C@@]2(O)C3Cc4ccc(O)c5c4C2(CCN3C)C(O5)C1=O,5.49
CC[C@H](C)N(C[C@H](O)[C@H]1CCC(=O)N1Cc1ccccc1Cl)[C@@H](C)CC,5000
NC(=O)[C@@H](CC(=O)O)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1Cc2ccccc2CN1C(=O)[C@@H](N)Cc1ccc(O)cc1,69
CC(=O)C(N)CCC[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1Cc2ccccc2CN1C(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)O,21.6
CC(C)[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc1ccc(Br)cc1)NC(=O)[C@@H](C)NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N[C@H](C(=O)NCC(N)=O)C(C)C,2.39
Oc1nc2ccccc2n1[C@H]1CCN2[C@H](CCC[C@H]2c2ccccc2)C1,10000
N[C@@H](Cc1ccc(O)cc1)C(=O)N1Cc2ccccc2C[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,6.1
N[C@@H](Cc1ccc(O)cc1)C(=O)N1Cc2ccccc2C[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,1.22
