SMILES,"Ki (nM)"
C[C@H]1CN(CCC(=O)c2cccs2)CC[C@@]1(C)c1cccc(O)c1,15
O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,3.9
C=CCN1CC[C@@](C)(c2cccc(O)c2)[C@@H](C)C1,313
Cc1cc(-c2ccccc2)c2c(n1)C1Oc3c(O)ccc4c3[C@@]13CCN(CC1CC1)[C@H](C4)[C@]3(O)C2,677
O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,20
C[C@H]1CN(CCC(=O)c2ccccc2)CC[C@@]1(C)c1cccc(O)c1,163
C[C@H]1CN(CCc2ccccc2Cl)CC[C@@]1(C)c1cccc(O)c1,55
C[C@H]1CN(CCc2ccccc2Cl)CC[C@@]1(C)c1cccc(O)c1,83
NC1=NC([C@]2(N)CC[C@@]3(O)[C@H]4Cc5ccc(O)c6c5C3(CCN4CC3CC3)[C@H]2O6)=N[C@]12CC[C@@]1(O)[C@H]3Cc4ccc(O)c5c4C1(CCN3CC1CC1)[C@H]2O5,88
Oc1ccc2c3c1O[C@H]1c4nc(Cc5ccccc5)nc(-c5ccccc5)c4C[C@@]4(O)[C@@H](C2)N(CC2CC2)CC[C@]314,1269
CCC(=O)NCCc1ccc2[nH]c3c(c2c1)C[C@@]1(O)C2Cc4ccc(O)c5c4[C@@]1(CCN2CC1CC1)[C@H]3O5,1.57
CCCCC(=N)NCCc1ccc2[nH]c3c(c2c1)C[C@@]1(O)C2Cc4ccc(O)c5c4[C@@]1(CCN2CC1CC1)[C@H]3O5,0.3
Oc1ccc2c3c1O[C@H]1c4[nH]c5c(c4C[C@@]4(O)[C@@H](C2)N(CC2CC2)CC[C@]314)C[C@@]1(O)[C@H]2Cc3ccc(O)c4c3[C@@]1(CCN2CC1CC1)[C@H]5O4,0.2
Cc1ccccc1CCN1CC[C@@](C)(c2cccc(O)c2)[C@@H](C)C1,7.5
C[C@H]1CN(CCc2cccc(F)c2)CC[C@@]1(C)c1cccc(O)c1,60
C[C@H]1CN(CCc2cccc(F)c2)CC[C@@]1(C)c1cccc(O)c1,93
C[C@H]1CN(CCc2cccc3ccccc23)CC[C@@]1(C)c1cccc(O)c1,22
C[C@H]1CN(CCc2cccc3ccccc23)CC[C@@]1(C)c1cccc(O)c1,77
C[C@H]1CN(CCCc2cccc(Cl)c2)CC[C@@]1(C)c1cccc(O)c1,19
C[C@H]1CN(CCCc2cccc(Cl)c2)CC[C@@]1(C)c1cccc(O)c1,63
COc1ccc2c3c1O[C@H]1c4[nH]c5ccccc5c4C[C@@]4(O)[C@@H](C2)N(CC2CC2)CC[C@]314,1000
CC(C)C[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)CNC(=O)[C@H](CO)NC(=O)[C@@H](N)Cc1ccccc1)C(=O)N[C@H](C(=O)O)[C@@H](C)O,1000
O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,20
C[C@H]1CN(CC(O)c2ccccc2)CC[C@@]1(C)c1cccc(O)c1,34
C[C@H]1CN(CC(O)c2ccccc2)CC[C@@]1(C)c1cccc(O)c1,70
CCCCNC(=O)NCCc1ccc2[nH]c3c(c2c1)C[C@@]1(O)C2Cc4ccc(O)c5c4[C@@]1(CCN2CC1CC1)[C@H]3O5,6.33
Cc1ccc(CCN2CC[C@@](C)(c3cccc(O)c3)[C@@H](C)C2)cc1,13
Cc1ccc(CCN2CC[C@@](C)(c3cccc(O)c3)[C@@H](C)C2)cc1,61
C[C@H]1CN(CC2CC2)CC[C@@]1(C)c1cccc(O)c1,36
Cc1ncc2c(n1)[C@@H]1Oc3c(O)ccc4c3[C@@]13CCN(CC1CC1)[C@H](C4)[C@]3(O)C2,25
Cn1c2c(c3ccccc31)C[C@@]1(O)[C@H]3Cc4ccc(O)c5c4[C@@]1(CCN3CC1CC1)[C@H]2O5,65
CC(C)C1CCC(N2CCC(N3C(=O)N[C@@H]4CCCC[C@H]43)CC2)CC1,6212
