SMILES,"Ki (nM)"
NC[C@H]1C[C@@H]1c1c[nH]cn1,10.1
FC(F)(F)c1cccc(OCCc2c[nH]cn2)c1,18
Br.C/N=C(\NC)SCCc1c[nH]cn1,51
FC(F)(F)c1cccc(CCCCc2c[nH]cn2)c1,38
Br.c1nc(CCSC2=NCCN2)c[nH]1,260
FC(F)(F)c1cccc(OCCCc2c[nH]cn2)c1,8.4
NCC[C@@H]1C[C@@H]1c1c[nH]cn1,1.31
Cc1cccc(OCCCc2c[nH]cn2)c1,37
Br.C/N=C(/SCCc1c[nH]cn1)N(C)C,500
N[C@@H]1C[C@H]1c1c[nH]cn1,42.2
N#Cc1cccc(OCCCc2c[nH]cn2)c1,108
COc1nc(N)c(Cl)cc1C(=O)NC1CC2CCC(C1)N2C,1.585
N[C@@H]1C[C@@H]1c1c[nH]cn1,91.2
NC[C@@H]1C[C@@H]1c1c[nH]cn1,2.5
S=C(NC1CCCCC1)N1CCC(c2cnc[nH]2)CC1,2.65
CCc1cccc(OCCCc2c[nH]cn2)c1,15
CCCC#CCCc1c[nH]cn1,27
CC(=O)c1ccc(OCCCN2CC[C@H](NC(=O)[C@@H](N)CO)C2)cc1,151
Cc1ccc(S(=O)(=O)N[C@H]2CCN(CCCOc3ccc(C(=O)C4CC4)cc3)C2)cc1,4.2
CC(C)(C)CC(=O)N1C[C@@H]2C[C@H]1CN2CCCOc1ccc(C(=O)C2CC2)cc1,10000
CC(=O)c1ccc(OCCCN2CC[C@H](NS(=O)(=O)c3ccc(C#N)cc3)C2)cc1,6
N=C(NCCc1ccccc1)NCCc1c[nH]cn1,110
N=C(NCCc1ccccc1)NCCc1c[nH]cn1,100
C[C@@H](NC(=O)N1C[C@@H]2C[C@H]1CN2CCCOc1ccc(C(=O)C2CC2)cc1)C(=O)O,413
O=C(c1ccc(OCCCN2CC[C@H](NS(=O)(=O)c3ccc(F)cc3)C2)cc1)C1CC1,3.5
CCC#CCCc1c[nH]cn1,79
CC(C)(C)c1ccc(S(=O)(=O)N[C@H]2CCN(CCCOc3ccc(C(=O)C4CC4)cc3)C2)cc1,5.2
Cc1nc[nH]c1CSCCN/C(N)=N/[C@@H](C)Cc1c[nH]cn1,40
O=C(CCC(c1ccccc1)c1ccccc1)NCCc1c[nH]cn1,1000
N#CN/C(=N/CC1CCCCC1)NCCCc1c[nH]cn1,22
N#CN/C(=N/CC1CCCCC1)NCCCc1c[nH]cn1,19.95
CC(=O)c1ccc(OCCCN2CC[C@H](NC(=O)c3csc(-c4cccnc4)n3)C2)cc1,55
O=C(c1ccc(OCCCN2C[C@@H]3C[C@H]2CN3C(=O)c2ccc(F)cc2)cc1)C1CC1,258
O=C(c1ccc(OCCCN2C[C@@H]3C[C@H]2CN3C(=O)c2ccco2)cc1)C1CC1,208
CC(C)CCC#CCCc1c[nH]cn1,3.7
CCc1ccc(S(=O)(=O)N[C@H]2CCN(CCCOc3ccc(C(=O)C4CC4)cc3)C2)cc1,4.6
CCS(=O)(=O)N1C[C@@H]2C[C@H]1CN2CCCOc1ccc(C(=O)C2CC2)cc1,120
CC(=O)c1ccc(OCCCc2c[nH]cn2)cc1,29
CC(=O)c1ccc(OCCCc2c[nH]cn2)cc1,87
c1ccc(COCCCc2c[nH]cn2)cc1,2.9
c1ccc(COCCCc2c[nH]cn2)cc1,2.7
N=C(NCCCc1c[nH]cn1)NCC1CCCCC1,0.74
N=C(NCCCc1c[nH]cn1)NCC1CCCCC1,0.7943
CC(=O)c1ccc(OCCCN2CC[C@H](NC(=O)c3ccc(C#N)cc3)C2)cc1,40
O=C(CCCc1ccccc1)NCCc1c[nH]cn1,79.43
O=C(CCCc1c[nH]cn1)NCCc1c[nH]cn1,1000
Cc1cccc(S(=O)(=O)N[C@H]2CCN(CCCOc3ccc(C(=O)C4CC4)cc3)C2)c1,2.7
COc1ccc(C/C(=N\O)C(=O)NCCc2c[nH]cn2)cc1Br,0.5
O=C(c1ccc(OCCCN2C[C@@H]3C[C@H]2CN3C(=O)C2CCCCC2)cc1)C1CC1,134
CC(C)(C)OC(=O)NCCC(=O)N1C[C@@H]2C[C@H]1CN2CCCOc1ccc(C(=O)C2CC2)cc1,71
CC(C)(C)OC(=O)N/C(=N/CC1CCCCC1)NCCCc1c[nH]cn1,9.5
CC(C)(C)OC(=O)N/C(=N/CC1CCCCC1)NCCCc1c[nH]cn1,10
CC(=O)c1ccc(OCCCN2CC[C@H](N)C2)cc1,1721
CC(=O)c1ccc(OCCCN2CC[C@H](N)C2)cc1,676
CC(C)(C)CCC#CCCc1c[nH]cn1,0.8
CC(C)(C)OC(=O)N/C(=N/C1CCCCC1)NCCCCc1c[nH]cn1,7
CC(C)(C)OC(=O)N/C(=N/C1CCCCC1)NCCCCc1c[nH]cn1,6.31
CC(=O)c1ccc(OCCCN2CC[C@H](NC(=O)[C@H](C)NC(=O)OC(C)(C)C)C2)cc1,901
O=C(c1ccc(OCCCc2c[nH]cn2)cc1)C1CC1,3.9
O=C(c1ccc(OCCCc2c[nH]cn2)cc1)C1CC1,46
Cn1cncc1CCN,1
O=C(c1ccc(OCCCN2C[C@@H]3C[C@H]2CN3S(=O)(=O)c2ccccc2)cc1)C1CC1,19
CC(=O)c1ccc(SCCc2c[nH]cn2)cc1,0.11
CC(=O)c1ccc(SCCc2c[nH]cn2)cc1,1.1
