SMILES,"Ki (nM)"
CCCCN1CCC[C@@H](c2cccc(C#N)c2)C1,4480
CC(C)N1CCC[C@@H](c2cccc(C#N)c2)C1,10000
CCCN1CCC[C@@H](c2cccc(C#N)c2)C1,10000
CCCN1CCC[C@@H](c2cccc(-c3ccsc3)c2)C1,160
C#CCN1CCC[C@@H](c2cccc(C#N)c2)C1,10000
COc1cccc(NC(=O)CCN2CCN(c3ccc(Cl)cc3)CC2)c1,859
Cc1cccc2nc(N3CCN(C)CC3)c3cccn3c12,10000
c1csc(CN2CCN(c3nc4cccnc4n4cccc34)CC2)c1,10000
CCCN1CCC[C@@H](c2ccc(OS(=O)(=O)C(F)(F)F)cc2)C1,10000
CCCN1CCC2c3cccc(OS(=O)(=O)C(F)(F)F)c3CCC21,72
O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,2390
COc1ccc2c(c1)C(=O)N(CCN1CCN(c3ccc(Cl)cc3)CC1)CC2,11
OCCN1CCN(c2nc3cccc(F)c3n3cccc23)CC1,501.19
N#Cc1cccc([C@@H]2CCCN(CCCc3ccccc3)C2)c1,180
COc1cccc(C(=O)CCCCCN2CCN(c3ccc(Cl)cc3)CC2)c1,45
CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,443
COc1cccc2c1CCN(CCN1CCN(c3ccc(Cl)cc3)CC1)C2=O,451
CCCN1CCC[C@@H](c2cccc(C)c2)C1,1200
CCCN1CCC[C@@H](c2cccc(CO)c2)C1,2410
C=CCN1CCC2c3cccc(C#N)c3CCC21,400
CCCN(CCC)[C@@H]1CCCc2cccc(O)c2C1,29.7
NCCc1c[nH]c2ccc(O)cc12,1.7
CCCN1CCCC2c3cccc(OS(=O)(=O)C(F)(F)F)c3CCC21,1140
CCCN1CCC[C@@H](c2cccc(OC)c2)C1,3600
N#Cc1cccc([C@@H]2CCCNC2)c1,8000
COc1cccc(CCCCN2CCN(c3ccc(Cl)cc3)CC2)c1,514
C=CCN1CCC[C@@H](c2cccc(C#N)c2)C1,9600
COc1cccc(C(=O)N(C)CCN2CCN(c3ccc(Cl)cc3)CC2)c1,850
Cc1cccc2nc(N3CCNCC3)c3cccn3c12,10000
